Seq. ID.	Class	AMP Probability
RDKIT_SHAPRULEMISMATCH_01980	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_01981	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_01982	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_01983	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_01984	AMP	0.92
RDKIT_SHAPRULEMISMATCH_01985	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_01986	AMP	0.84
RDKIT_SHAPRULEMISMATCH_01987	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_01988	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_01989	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_01990	AMP	0.58
RDKIT_SHAPRULEMISMATCH_01991	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_01992	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_01993	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_01994	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_01995	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_01996	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_01997	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_01998	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_01999	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02000	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02001	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02002	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02003	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02004	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02005	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02006	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02007	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02008	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02009	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02010	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02011	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02012	AMP	0.65
RDKIT_SHAPRULEMISMATCH_02013	AMP	0.53
RDKIT_SHAPRULEMISMATCH_02014	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02015	AMP	0.94
RDKIT_SHAPRULEMISMATCH_02016	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02017	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02018	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_02019	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02020	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02021	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02022	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_02023	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02024	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02025	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02026	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02027	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02028	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02029	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02030	AMP	0.67
RDKIT_SHAPRULEMISMATCH_02031	AMP	0.90
RDKIT_SHAPRULEMISMATCH_02032	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02033	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_02034	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02035	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02036	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02037	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02038	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02039	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02040	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02041	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02042	NAMP	0.47
RDKIT_SHAPRULEMISMATCH_02043	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02044	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02045	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02046	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02047	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02048	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_02049	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02050	AMP	0.66
RDKIT_SHAPRULEMISMATCH_02051	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02052	AMP	0.85
RDKIT_SHAPRULEMISMATCH_02053	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_02054	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02055	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02056	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02057	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02058	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02059	AMP	0.57
RDKIT_SHAPRULEMISMATCH_02060	AMP	0.88
RDKIT_SHAPRULEMISMATCH_02061	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02062	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_02063	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02064	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02065	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02066	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02067	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02068	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02069	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02070	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02071	AMP	0.52
RDKIT_SHAPRULEMISMATCH_02072	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_02073	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02074	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02075	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02076	AMP	0.65
RDKIT_SHAPRULEMISMATCH_02077	AMP	0.86
RDKIT_SHAPRULEMISMATCH_02078	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02079	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02080	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02081	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02082	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02083	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02084	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02085	AMP	0.93
RDKIT_SHAPRULEMISMATCH_02086	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02087	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02088	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02089	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_02090	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02091	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_02092	AMP	0.96
RDKIT_SHAPRULEMISMATCH_02093	AMP	0.83
RDKIT_SHAPRULEMISMATCH_02094	AMP	0.91
RDKIT_SHAPRULEMISMATCH_02095	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02096	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_02097	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02098	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02099	AMP	0.98
RDKIT_SHAPRULEMISMATCH_02100	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02101	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02102	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02103	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02104	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02105	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02106	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02107	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02108	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_02109	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02110	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02111	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_02112	AMP	0.68
RDKIT_SHAPRULEMISMATCH_02113	AMP	0.56
RDKIT_SHAPRULEMISMATCH_02114	AMP	0.58
RDKIT_SHAPRULEMISMATCH_02115	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02116	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_02117	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02118	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02119	AMP	0.99
RDKIT_SHAPRULEMISMATCH_02120	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02121	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_02122	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02123	AMP	0.71
RDKIT_SHAPRULEMISMATCH_02124	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02125	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_02126	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02127	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_02128	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02129	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02130	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02131	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02132	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02133	AMP	0.75
RDKIT_SHAPRULEMISMATCH_02134	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02135	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_02136	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02137	NAMP	0.41
RDKIT_SHAPRULEMISMATCH_02138	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02139	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02140	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_02141	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02142	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02143	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02144	AMP	0.95
RDKIT_SHAPRULEMISMATCH_02145	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02146	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02147	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_02148	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02149	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_02150	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02151	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02152	AMP	0.91
RDKIT_SHAPRULEMISMATCH_02153	AMP	0.56
RDKIT_SHAPRULEMISMATCH_02154	AMP	0.94
RDKIT_SHAPRULEMISMATCH_02155	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02156	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02157	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02158	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_02159	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02160	AMP	0.84
RDKIT_SHAPRULEMISMATCH_02161	AMP	0.52
RDKIT_SHAPRULEMISMATCH_02162	AMP	0.55
RDKIT_SHAPRULEMISMATCH_02163	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02164	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02165	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_02166	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02167	AMP	0.58
RDKIT_SHAPRULEMISMATCH_02168	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02169	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02170	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02171	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_02172	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02173	AMP	0.72
RDKIT_SHAPRULEMISMATCH_02174	AMP	0.81
RDKIT_SHAPRULEMISMATCH_02175	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02176	AMP	0.92
RDKIT_SHAPRULEMISMATCH_02177	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02178	AMP	0.88
RDKIT_SHAPRULEMISMATCH_02179	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02180	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02181	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02182	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_02183	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02184	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_02185	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02186	AMP	0.91
RDKIT_SHAPRULEMISMATCH_02187	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02188	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_02189	AMP	0.55
RDKIT_SHAPRULEMISMATCH_02190	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02191	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_02192	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02193	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02194	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02195	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02196	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02197	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02198	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02199	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02200	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02201	AMP	0.81
RDKIT_SHAPRULEMISMATCH_02202	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02203	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02204	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02205	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02206	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02207	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02208	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_02209	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_02210	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_02211	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02212	AMP	0.64
RDKIT_SHAPRULEMISMATCH_02213	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02214	AMP	0.98
RDKIT_SHAPRULEMISMATCH_02215	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_02216	AMP	0.65
RDKIT_SHAPRULEMISMATCH_02217	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_02218	AMP	0.73
RDKIT_SHAPRULEMISMATCH_02219	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02220	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02221	AMP	0.57
RDKIT_SHAPRULEMISMATCH_02222	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_02223	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02224	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02225	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_02226	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02227	AMP	0.99
RDKIT_SHAPRULEMISMATCH_02228	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02229	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02230	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02231	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02232	AMP	0.74
RDKIT_SHAPRULEMISMATCH_02233	AMP	0.75
RDKIT_SHAPRULEMISMATCH_02234	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02235	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_02236	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02237	AMP	0.98
RDKIT_SHAPRULEMISMATCH_02238	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02239	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02240	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02241	AMP	0.67
RDKIT_SHAPRULEMISMATCH_02242	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02243	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02244	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02245	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02246	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02247	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02248	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02249	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02250	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02251	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02252	AMP	0.67
RDKIT_SHAPRULEMISMATCH_02253	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02254	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02255	NAMP	0.01
RDKIT_SHAPRULEMISMATCH_02256	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_02257	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02258	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02259	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02260	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02261	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02262	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02263	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02264	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_02265	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02266	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02267	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_02268	AMP	0.94
RDKIT_SHAPRULEMISMATCH_02269	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02270	AMP	0.59
RDKIT_SHAPRULEMISMATCH_02271	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02272	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02273	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_02274	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_02275	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02276	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02277	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02278	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02279	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02280	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_02281	AMP	0.65
RDKIT_SHAPRULEMISMATCH_02282	AMP	0.82
RDKIT_SHAPRULEMISMATCH_02283	AMP	0.75
RDKIT_SHAPRULEMISMATCH_02284	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02285	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_02286	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02287	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02288	AMP	0.56
RDKIT_SHAPRULEMISMATCH_02289	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02290	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02291	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02292	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02293	NAMP	0.47
RDKIT_SHAPRULEMISMATCH_02294	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_02295	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02296	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02297	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02298	AMP	0.59
RDKIT_SHAPRULEMISMATCH_02299	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02300	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02301	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_02302	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02303	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02304	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02305	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02306	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02307	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02308	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_02309	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02310	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02311	AMP	0.80
RDKIT_SHAPRULEMISMATCH_02312	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_02313	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02314	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_02315	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02316	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02317	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02318	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02319	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02320	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02321	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02322	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02323	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02324	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_02325	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_02326	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02327	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02328	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_02329	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02330	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02331	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_02332	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_02333	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02334	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02335	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02336	AMP	0.63
RDKIT_SHAPRULEMISMATCH_02337	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02338	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02339	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02340	AMP	0.51
RDKIT_SHAPRULEMISMATCH_02341	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02342	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_02343	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02344	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_02345	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02346	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_02347	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02348	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_02349	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02350	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_02351	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_02352	AMP	0.53
RDKIT_SHAPRULEMISMATCH_02353	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02354	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_02355	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02356	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02357	AMP	0.74
RDKIT_SHAPRULEMISMATCH_02358	AMP	0.51
RDKIT_SHAPRULEMISMATCH_02359	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_02360	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_02361	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02362	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02363	AMP	0.95
RDKIT_SHAPRULEMISMATCH_02364	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02365	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02366	AMP	0.88
RDKIT_SHAPRULEMISMATCH_02367	AMP	0.92
RDKIT_SHAPRULEMISMATCH_02368	AMP	0.70
RDKIT_SHAPRULEMISMATCH_02369	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02370	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_02371	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_02372	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_02373	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_02374	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_02375	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_02376	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_02377	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02378	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_02379	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_02380	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02381	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_02382	AMP	0.50
RDKIT_SHAPRULEMISMATCH_02383	AMP	0.75
RDKIT_SHAPRULEMISMATCH_02384	AMP	0.57
RDKIT_SHAPRULEMISMATCH_02385	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02386	AMP	0.77
RDKIT_SHAPRULEMISMATCH_02387	AMP	0.98
RDKIT_SHAPRULEMISMATCH_02388	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02389	AMP	0.60
RDKIT_SHAPRULEMISMATCH_02390	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02391	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_02392	AMP	0.96
RDKIT_SHAPRULEMISMATCH_02393	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_02394	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_02395	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02396	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_02397	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02398	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_02399	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02400	AMP	0.92
RDKIT_SHAPRULEMISMATCH_02401	AMP	0.78
RDKIT_SHAPRULEMISMATCH_02402	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02403	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02404	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_02405	AMP	0.76
RDKIT_SHAPRULEMISMATCH_02406	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_02407	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02408	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_02409	AMP	0.88
RDKIT_SHAPRULEMISMATCH_02410	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02411	AMP	0.60
RDKIT_SHAPRULEMISMATCH_02412	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_02413	NAMP	0.41
RDKIT_SHAPRULEMISMATCH_02414	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_02415	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_02416	AMP	0.96
RDKIT_SHAPRULEMISMATCH_02417	AMP	0.79
RDKIT_SHAPRULEMISMATCH_02418	NAMP	0.12
